province,kab_kota,quadbin,id,boundary,bottom_left_lon,bottom_left_lat,top_right_lon,top_right_lat
DKI JAKARTA,JAKARTA UTARA,5254863312973201407,JAKARTA UTARA - 5254863312973201407,"POLYGON((106.787109375 -6.09685981888794, 106.787109375 -6.11870774719085, 106.80908203125 -6.11870774719085, 106.80908203125 -6.09685981888794, 106.787109375 -6.09685981888794))",106.787109375,-6.11870774719085,106.80908203125,-6.09685981888794
DKI JAKARTA,JAKARTA UTARA,5254863313006755839,JAKARTA UTARA - 5254863313006755839,"POLYGON((106.787109375 -6.11870774719085, 106.787109375 -6.1405547824503, 106.80908203125 -6.1405547824503, 106.80908203125 -6.11870774719085, 106.787109375 -6.11870774719085))",106.787109375,-6.1405547824503,106.80908203125,-6.11870774719085
DKI JAKARTA,JAKARTA BARAT,5254863313006755839,JAKARTA BARAT - 5254863313006755839,"POLYGON((106.787109375 -6.11870774719085, 106.787109375 -6.1405547824503, 106.80908203125 -6.1405547824503, 106.80908203125 -6.11870774719085, 106.787109375 -6.11870774719085))",106.787109375,-6.1405547824503,106.80908203125,-6.11870774719085
DKI JAKARTA,JAKARTA UTARA,5254863314449596415,JAKARTA UTARA - 5254863314449596415,"POLYGON((106.787109375 -6.1405547824503, 106.787109375 -6.16240092152658, 106.80908203125 -6.16240092152658, 106.80908203125 -6.1405547824503, 106.787109375 -6.1405547824503))",106.787109375,-6.16240092152658,106.80908203125,-6.1405547824503
DKI JAKARTA,JAKARTA BARAT,5254863314449596415,JAKARTA BARAT - 5254863314449596415,"POLYGON((106.787109375 -6.1405547824503, 106.787109375 -6.16240092152658, 106.80908203125 -6.16240092152658, 106.80908203125 -6.1405547824503, 106.787109375 -6.1405547824503))",106.787109375,-6.16240092152658,106.80908203125,-6.1405547824503
DKI JAKARTA,JAKARTA PUSAT,5254863314449596415,JAKARTA PUSAT - 5254863314449596415,"POLYGON((106.787109375 -6.1405547824503, 106.787109375 -6.16240092152658, 106.80908203125 -6.16240092152658, 106.80908203125 -6.1405547824503, 106.787109375 -6.1405547824503))",106.787109375,-6.16240092152658,106.80908203125,-6.1405547824503
DKI JAKARTA,JAKARTA BARAT,5254863314483150847,JAKARTA BARAT - 5254863314483150847,"POLYGON((106.787109375 -6.16240092152658, 106.787109375 -6.18424616128059, 106.80908203125 -6.18424616128059, 106.80908203125 -6.16240092152658, 106.787109375 -6.16240092152658))",106.787109375,-6.18424616128059,106.80908203125,-6.16240092152658
DKI JAKARTA,JAKARTA PUSAT,5254863314483150847,JAKARTA PUSAT - 5254863314483150847,"POLYGON((106.787109375 -6.16240092152658, 106.787109375 -6.18424616128059, 106.80908203125 -6.18424616128059, 106.80908203125 -6.16240092152658, 106.787109375 -6.16240092152658))",106.787109375,-6.18424616128059,106.80908203125,-6.16240092152658
DKI JAKARTA,JAKARTA PUSAT,5254863314583814143,JAKARTA PUSAT - 5254863314583814143,"POLYGON((106.787109375 -6.18424616128059, 106.787109375 -6.20609049857388, 106.80908203125 -6.20609049857388, 106.80908203125 -6.18424616128059, 106.787109375 -6.18424616128059))",106.787109375,-6.20609049857388,106.80908203125,-6.18424616128059
DKI JAKARTA,JAKARTA BARAT,5254863314583814143,JAKARTA BARAT - 5254863314583814143,"POLYGON((106.787109375 -6.18424616128059, 106.787109375 -6.20609049857388, 106.80908203125 -6.20609049857388, 106.80908203125 -6.18424616128059, 106.787109375 -6.18424616128059))",106.787109375,-6.20609049857388,106.80908203125,-6.18424616128059
